Datetime,Open,High,Low,Close,Adj Close,Volume
2021-02-17 09:30:00-05:00,207.0500030517578,208.76499938964844,203.0500030517578,204.08999633789062,204.08999633789062,179358
2021-02-17 09:31:00-05:00,204.1699981689453,205.89830017089844,204.0,204.5500030517578,204.5500030517578,25474
2021-02-17 09:32:00-05:00,205.60000610351562,205.60000610351562,205.60000610351562,205.60000610351562,205.60000610351562,17708
2021-02-17 09:33:00-05:00,205.0800018310547,205.22999572753906,204.5500030517578,205.0800018310547,205.0800018310547,19477
2021-02-17 09:34:00-05:00,204.61000061035156,205.36990356445312,204.50999450683594,204.94000244140625,204.94000244140625,18770
2021-02-17 09:35:00-05:00,205.59500122070312,205.89999389648438,205.19009399414062,205.89999389648438,205.89999389648438,17393
2021-02-17 09:36:00-05:00,205.1999969482422,205.1999969482422,205.1999969482422,205.1999969482422,205.1999969482422,16366
2021-02-17 09:37:00-05:00,205.18789672851562,205.5800018310547,204.6999969482422,205.0,205.0,11881
2021-02-17 09:38:00-05:00,205.27000427246094,205.4600067138672,204.05140686035156,204.05140686035156,204.05140686035156,13103
2021-02-17 09:39:00-05:00,204.6999969482422,204.6999969482422,204.6999969482422,204.6999969482422,204.6999969482422,29385
2021-02-17 09:40:00-05:00,204.5,205.08160400390625,204.3000030517578,204.58999633789062,204.58999633789062,13848
2021-02-17 09:41:00-05:00,204.9499969482422,204.9499969482422,204.80499267578125,204.9499969482422,204.9499969482422,12276
2021-02-17 09:42:00-05:00,205.125,205.42999267578125,205.0399932861328,205.0399932861328,205.0399932861328,8153
2021-02-17 09:43:00-05:00,205.0,205.3000030517578,203.77000427246094,203.77000427246094,203.77000427246094,18908
2021-02-17 09:44:00-05:00,203.83999633789062,204.0800018310547,203.6114959716797,203.79750061035156,203.79750061035156,10345
2021-02-17 09:45:00-05:00,203.83999633789062,204.40570068359375,203.61000061035156,204.1699981689453,204.1699981689453,13176
2021-02-17 09:46:00-05:00,203.50010681152344,204.44000244140625,203.50010681152344,203.9499969482422,203.9499969482422,16425
2021-02-17 09:47:00-05:00,204.17999267578125,204.41000366210938,204.0,204.30999755859375,204.30999755859375,10527
2021-02-17 09:48:00-05:00,204.00999450683594,204.42999267578125,203.96499633789062,204.00999450683594,204.00999450683594,13324
2021-02-17 09:49:00-05:00,204.0,204.00999450683594,203.61000061035156,203.8000030517578,203.8000030517578,9220
2021-02-17 09:50:00-05:00,203.80499267578125,204.89999389648438,203.5749969482422,204.71499633789062,204.71499633789062,9635
2021-02-17 09:51:00-05:00,205.0,205.0,204.8054962158203,204.8300018310547,204.8300018310547,24560
2021-02-17 09:52:00-05:00,204.83999633789062,204.8800048828125,204.3000030517578,204.8800048828125,204.8800048828125,14829
2021-02-17 09:53:00-05:00,205.0,205.0,204.4001007080078,204.60000610351562,204.60000610351562,21281
2021-02-17 09:54:00-05:00,204.42999267578125,204.44000244140625,204.2100067138672,204.44000244140625,204.44000244140625,11211
2021-02-17 09:55:00-05:00,204.86000061035156,205.0,204.58999633789062,204.9499969482422,204.9499969482422,21339
2021-02-17 09:56:00-05:00,205.0,205.27000427246094,204.8300018310547,204.90499877929688,204.90499877929688,21654
2021-02-17 09:57:00-05:00,205.17999267578125,205.35690307617188,205.1199951171875,205.2449951171875,205.2449951171875,26284
2021-02-17 09:58:00-05:00,204.60000610351562,205.35589599609375,204.60000610351562,204.60000610351562,204.60000610351562,11288
2021-02-17 09:59:00-05:00,204.8249969482422,205.13999938964844,204.61000061035156,204.63999938964844,204.63999938964844,11536
2021-02-17 10:00:00-05:00,204.9550018310547,205.05999755859375,204.60000610351562,204.9550018310547,204.9550018310547,12904
2021-02-17 10:01:00-05:00,205.20559692382812,205.20559692382812,204.6699981689453,204.7949981689453,204.7949981689453,9438
2021-02-17 10:02:00-05:00,204.97999572753906,205.27999877929688,204.7301025390625,205.02000427246094,205.02000427246094,7216
2021-02-17 10:03:00-05:00,205.27999877929688,205.52999877929688,204.75999450683594,204.84410095214844,204.84410095214844,9190
2021-02-17 10:04:00-05:00,204.83999633789062,205.0675048828125,204.51829528808594,204.51829528808594,204.51829528808594,5918
2021-02-17 10:05:00-05:00,204.72999572753906,204.72999572753906,203.6999969482422,204.07000732421875,204.07000732421875,21656
2021-02-17 10:06:00-05:00,204.14999389648438,204.20989990234375,203.3000030517578,203.4250030517578,203.4250030517578,7829
2021-02-17 10:07:00-05:00,203.4904022216797,204.08059692382812,203.4499969482422,203.8350067138672,203.8350067138672,7365
2021-02-17 10:08:00-05:00,203.88999938964844,204.11000061035156,203.64999389648438,203.9949951171875,203.9949951171875,4746
2021-02-17 10:09:00-05:00,204.13999938964844,204.30499267578125,203.85000610351562,204.19000244140625,204.19000244140625,7249
2021-02-17 10:10:00-05:00,204.02999877929688,204.44000244140625,203.85000610351562,203.8699951171875,203.8699951171875,6797
2021-02-17 10:11:00-05:00,204.18460083007812,204.22999572753906,203.70730590820312,203.70730590820312,203.70730590820312,15940
2021-02-17 10:12:00-05:00,203.69000244140625,204.414794921875,203.69000244140625,203.7198028564453,203.7198028564453,9052
2021-02-17 10:13:00-05:00,203.71620178222656,203.75999450683594,203.22999572753906,203.6649932861328,203.6649932861328,11940
2021-02-17 10:14:00-05:00,203.66000366210938,204.0,203.45770263671875,203.74000549316406,203.74000549316406,8470
2021-02-17 10:15:00-05:00,203.76499938964844,204.14990234375,203.74000549316406,204.14990234375,204.14990234375,4022
2021-02-17 10:16:00-05:00,203.55999755859375,203.9698944091797,203.3000946044922,203.7050018310547,203.7050018310547,7642
2021-02-17 10:17:00-05:00,203.7050018310547,204.1446075439453,203.5,203.58999633789062,203.58999633789062,7821
2021-02-17 10:18:00-05:00,203.5500030517578,203.9199981689453,203.375,203.72999572753906,203.72999572753906,5110
2021-02-17 10:19:00-05:00,203.5800018310547,203.97999572753906,203.4199981689453,203.97999572753906,203.97999572753906,6081
2021-02-17 10:20:00-05:00,203.83999633789062,204.22500610351562,203.69000244140625,203.98500061035156,203.98500061035156,7447
2021-02-17 10:21:00-05:00,203.97999572753906,204.24000549316406,203.7375030517578,204.19000244140625,204.19000244140625,11057
2021-02-17 10:22:00-05:00,204.1199951171875,204.1199951171875,203.60000610351562,203.60000610351562,203.60000610351562,3889
2021-02-17 10:23:00-05:00,203.5399932861328,203.8000030517578,203.3000030517578,203.75,203.75,6961
2021-02-17 10:24:00-05:00,203.91000366210938,203.91000366210938,203.1470947265625,203.1470947265625,203.1470947265625,7678
2021-02-17 10:25:00-05:00,203.110107421875,203.36390686035156,202.75,203.00999450683594,203.00999450683594,36605
2021-02-17 10:26:00-05:00,203.00999450683594,203.55999755859375,202.75,203.02999877929688,203.02999877929688,11731
2021-02-17 10:27:00-05:00,203.04600524902344,203.16000366210938,201.72000122070312,202.00999450683594,202.00999450683594,27330
2021-02-17 10:28:00-05:00,202.02000427246094,202.3800048828125,201.64999389648438,202.05999755859375,202.05999755859375,10914
2021-02-17 10:29:00-05:00,202.0800018310547,202.0800018310547,201.4499969482422,201.75799560546875,201.75799560546875,12179
2021-02-17 10:30:00-05:00,201.83999633789062,201.88999938964844,200.25999450683594,200.8000030517578,200.8000030517578,38389
2021-02-17 10:31:00-05:00,200.72349548339844,201.0,200.1199951171875,200.22000122070312,200.22000122070312,27300
2021-02-17 10:32:00-05:00,200.22999572753906,200.72000122070312,200.02000427246094,200.13999938964844,200.13999938964844,25169
2021-02-17 10:33:00-05:00,200.13999938964844,200.5,200.02000427246094,200.03359985351562,200.03359985351562,32088
2021-02-17 10:34:00-05:00,200.1199951171875,200.35000610351562,199.0,199.1501007080078,199.1501007080078,104682
2021-02-17 10:35:00-05:00,199.7509002685547,199.7509002685547,198.1999969482422,199.5198974609375,199.5198974609375,46020
2021-02-17 10:36:00-05:00,199.35499572753906,199.8800048828125,198.7100067138672,199.64500427246094,199.64500427246094,39491
2021-02-17 10:37:00-05:00,199.64500427246094,199.88999938964844,199.5,199.86000061035156,199.86000061035156,21723
2021-02-17 10:38:00-05:00,199.8699951171875,199.8699951171875,199.36000061035156,199.86000061035156,199.86000061035156,35322
2021-02-17 10:39:00-05:00,199.7100067138672,199.86000061035156,199.50999450683594,199.75,199.75,17149
2021-02-17 10:40:00-05:00,199.7550048828125,199.86000061035156,199.25,199.6199951171875,199.6199951171875,20205
2021-02-17 10:41:00-05:00,199.47000122070312,199.77000427246094,199.26010131835938,199.4499969482422,199.4499969482422,12607
2021-02-17 10:42:00-05:00,199.59429931640625,199.60000610351562,198.99000549316406,198.99000549316406,198.99000549316406,15732
2021-02-17 10:43:00-05:00,199.1999969482422,199.39999389648438,198.8000030517578,198.8000030517578,198.8000030517578,15295
2021-02-17 10:44:00-05:00,198.80580139160156,198.99000549316406,198.1999969482422,198.97999572753906,198.97999572753906,14863
