Datetime,AAPL,ABNB,MSFT,SNAP,UBER
2021-02-19 09:30:04-05:00,130.17999267578125,198.0399932861328,243.7899932861328,64.02999877929688,58.599998474121094
2021-02-19 09:30:07-05:00,130.17999267578125,198.0399932861328,243.7899932861328,63.845001220703125,58.70500183105469
2021-02-19 09:30:09-05:00,130.17999267578125,198.0399932861328,243.7899932861328,63.91999816894531,58.70500183105469
2021-02-19 09:30:10-05:00,130.17999267578125,198.0399932861328,243.7899932861328,63.959999084472656,58.73500061035156
2021-02-19 09:30:12-05:00,130.17999267578125,198.0399932861328,243.7899932861328,63.96799850463867,58.790000915527344
2021-02-19 09:30:14-05:00,130.27000427246094,198.0399932861328,243.86000061035156,63.970001220703125,58.790000915527344
2021-02-19 09:30:15-05:00,130.24000549316406,198.0399932861328,243.86000061035156,63.93000030517578,58.654998779296875
2021-02-19 09:30:18-05:00,130.24000549316406,198.0399932861328,243.86000061035156,63.90999984741211,58.665000915527344
2021-02-19 09:30:20-05:00,130.16000366210938,198.0399932861328,243.86000061035156,63.90999984741211,58.665000915527344
2021-02-19 09:30:21-05:00,130.22000122070312,198.0399932861328,243.86000061035156,63.88999938964844,58.726200103759766
2021-02-19 09:30:23-05:00,130.22999572753906,203.92999267578125,243.82620239257812,63.880001068115234,58.726200103759766
2021-02-19 09:30:25-05:00,130.25,203.92999267578125,243.82620239257812,63.900001525878906,58.69449996948242
2021-02-19 09:30:27-05:00,130.22000122070312,203.92999267578125,243.82620239257812,63.849998474121094,58.75
2021-02-19 09:30:29-05:00,130.22000122070312,203.92999267578125,243.82620239257812,63.88999938964844,58.75
2021-02-19 09:30:30-05:00,130.22000122070312,203.92999267578125,243.82620239257812,63.93280029296875,58.709999084472656
2021-02-19 09:30:32-05:00,130.22999572753906,203.92999267578125,243.74000549316406,63.900001525878906,58.72999954223633
2021-02-19 09:30:33-05:00,130.22999572753906,203.92999267578125,243.74000549316406,63.880001068115234,58.720001220703125
2021-02-19 09:30:34-05:00,130.22000122070312,203.92999267578125,243.74000549316406,63.880001068115234,58.72999954223633
2021-02-19 09:30:36-05:00,130.22000122070312,204.1300048828125,243.74000549316406,63.880001068115234,58.670101165771484
2021-02-19 09:30:38-05:00,130.22000122070312,204.49989318847656,243.74000549316406,63.939998626708984,58.619998931884766
